t,x,y,K
2.048153,-0.05177859,0.0118472,0.007336186
2.052316,-0.0512916,0.01190726,0.007031313
2.056479,-0.05082514,0.01159242,0.007460768
2.060642,-0.05029164,0.01172412,0.008318893
2.064805,-0.04976534,0.01177193,0.008287681
2.068968,-0.04922575,0.01183305,0.00930337
2.073131,-0.04863217,0.01183985,0.009558834
2.077294,-0.04812784,0.01148347,0.007943418
2.081456,-0.04761266,0.01159305,0.007981426
2.085619,-0.04709177,0.01166278,0.009180266
2.089782,-0.04648697,0.01168174,0.01050377
2.093945,-0.04588565,0.01164723,0.010578
2.098108,-0.04527757,0.0116308,0.01095437
2.102271,-0.04465295,0.01169069,0.01164948
2.106434,-0.04400734,0.01164484,0.01205689
2.110597,-0.04336322,0.0116089,0.01153037
2.11476,-0.04274293,0.01159283,0.01156363
2.118923,-0.04209776,0.0115892,0.01224417
2.123086,-0.04144408,0.01149776,0.01254859
2.127248,-0.04078288,0.0114711,0.01252547
2.131411,-0.04012912,0.01142098,0.0125731
2.135574,-0.03946519,0.01139818,0.01310796
2.139737,-0.03878369,0.01131913,0.01343698
2.1439,-0.03810288,0.01132487,0.01334014
2.148063,-0.03742443,0.01130259,0.01353086
2.152226,-0.03674274,0.01115365,0.01325048
2.156389,-0.03607802,0.01115227,0.01265283
2.160552,-0.03541886,0.0111527,0.01305251
2.164715,-0.03473379,0.01107534,0.01447398
2.168878,-0.03402847,0.01088487,0.0140934
2.173041,-0.03337434,0.01075271,0.01462184
2.177203,-0.03260558,0.01096359,0.01810753
2.181366,-0.03179186,0.01081579,0.01792021
2.185529,-0.03105281,0.01069679,0.01709778
2.189692,-0.03026875,0.01058163,0.01683696
2.193855,-0.0295348,0.01052978,0.01656443
2.198018,-0.02876106,0.01072779,0.01895459
2.202181,-0.02791423,0.01060925,0.01839596
2.206344,-0.02717406,0.01055563,0.01665671
2.210507,-0.02640176,0.0104689,0.01796753
2.21467,-0.02560224,0.010398,0.01826125
2.218833,-0.02481522,0.01058037,0.01962258
2.222995,-0.02395432,0.01044768,0.02064113
2.227158,-0.02313278,0.01039006,0.01904732
2.231321,-0.02233379,0.01033684,0.01886142
2.235484,-0.02152046,0.01050447,0.01932104
2.239647,-0.02069697,0.01040255,0.02057931
2.24381,-0.01984325,0.01031057,0.02052313
2.247973,-0.01901186,0.01045923,0.02048312
2.252136,-0.01815691,0.01034433,0.02207854
2.256299,-0.01727592,0.01024754,0.02161019
2.260462,-0.01642709,0.01037815,0.02203624
2.264625,-0.01552759,0.01018486,0.02278235
2.268788,-0.01466729,0.01013553,0.02098894
2.27295,-0.01382369,0.01024885,0.0223165
2.277113,-0.0129096,0.01009317,0.02330016
2.281276,-0.01203913,0.01004181,0.02102177
2.285439,-0.01120204,0.01015586,0.02218376
2.289602,-0.01028717,0.009982549,0.02361069
2.293765,-0.009393784,0.01012891,0.02412791
2.297928,-0.008456737,0.009958055,0.02419133
2.302091,-0.007580446,0.009861124,0.02320785
2.306254,-0.006663772,0.009958254,0.02308761
2.310417,-0.005792216,0.009878466,0.02354337
2.31458,-0.004855588,0.009938747,0.02583556
2.318742,-0.003901383,0.00981965,0.02562665
